idHerba;nom_comu;noms_comuns_coneguts;nom_cientific;familia;descripcio_fulla;descripcio_tija;descripcio_flor;inflorescencia;arrels;rebrots;fruits;llavors;habitat;epoca_recollida;remeis;receptes;toxicitat;parts_utilitzades
115;Castanyer;Castanyer de bosc;Castanea sativa;Fagàcies;Grans, lanceolades i amb el marge marcadament dentat (dents agudes).;"Arbre majestuós que pot viure segles; escorça clivellada en espiral.";Aments masculins llargs i groguencs amb olor forta.;Aments axil·lars.;Profundes i potents.;Rebrota molt bé de soca (castanyeda de perxa).;Núcula (castanya) dins d una cúpula amb moltes espines (eriçó).;Llavor farinosa comestible.;Sòls silícics i humits (molt abundant al Montseny).;Estiu (fulla) i tardor (fruit).;Astringent, antidiarreic, expectorant, bèquic, febrífug.;Infusió de fulles de castanyer per a la tos ferina.;"Sense toxicitat; l'alt contingut en tanins de les fulles pot ser astringent.";fulla, escorça
116;Faig;Fageda;Fagus sylvatica;Fagàcies;"Ovals, amb el marge ondulat i pèls fins de joves; es tornen d un verd brillant.";Arbre gran d escorça grisa i molt llisa (com pell d elefant).;Flors masculines en glomèruls penjants.;Axil·lars.;Sistema radicular superficial i molt estès.;Rebrota de soca si l'arbre és jove, però perd aquesta facultat amb l'edat.;Núcula (faja) de forma piramidal dins d una cúpula pilosa però no punxent.;Llavor rica en oli.;Zones altes i obagues (les fagedes del Montseny).;Primavera.;Anticatarral, antitussigen, expectorant, febrífug, antisèptic bucal.;Decocció de l escorça per a estats gripals.;Els fruits (fajolles) contenen fagina i són tòxics en grans quantitats, especialment en cru.;fulla, escorça
117;Roure / Alzina;Roure martinenc, alzina, surera;Quercus sp.;Fagàcies;"Variables: lobulades en els roures; petites, dures i espinoses en les alzines.";Arbres robustos de fusta dura i escorça clivellada (o de suro).;Aments masculins penjants.;Aments.;Molt profundes.;Tenen gran capacitat de rebrotar després d un incendi.;Núcula (aglà) protegida a la base per una cúpula escamosa.;Llavor rica en midó.;Dominants en el paisatge del Montseny.;Primavera (escorça).;Astringents, antidiarreics, antiinflamatoris, hemostàtics.;Decocció d escorça per a diarrees i rentats de ferides.;"L'excés de tanins pot irritar la mucosa gàstrica; les glans crues són indigeribles pel seu contingut en tanins.";fulla, escorça, brots joves
118;Pollancre;Pollancre negre, clofener;Populus nigra;Salicàcies;En forma de rombe o triangulars, amb pecíol llarg i aplanat que les fa moure amb el vent.;Arbre esvelt d escorça grisa que s ennegreix i s esquerda a la base.;"Aments penjants; els masculins vermellosos.";Aments.;Sistema radicular molt invasiu i superficial.;Molts rebrots d arrel.;Càpsula petita.;"Llavors amb un plomall de pèls blancs (el ""cotó"" dels pollancre).";Vores de rius i zones amb aigua.;Final d hivern (gemmes).;Diüreticouricosúric, antisèptic urinari, balsàmic, expectorant, antireumàtic, vulnerari.;Ungüent de pollancre (pomada de gemmes) per a hemorroides.;Segura, tot i que les persones al·lèrgiques a l'aspirina (salicilats) han de tenir precaució.;gemma, escorça
119;Salze blanc;Salze, salic;Salix alba;Salicàcies;Lanceolades, amb el revers cobert de pèls sedosos i blancs que li donen un aspecte platejat.;Arbre de branques flexibles i escorça clivellada.;Aments erectes i cilíndrics.;Aments.;Molt ramificades, busquen l aigua.;Es reprodueix molt bé per estaca (esqueix).;Càpsula que s obre en dues valves.;Llavors amb pèls.;Riberes de rius i torrents.;Primavera (escorça).;Antitèrmic, analgèsic, antiinflamatori, antireumàtic, sedant.;Decocció de l escorça (origen de l aspirina).;Conté salicilina. Evitar en persones amb hipersensibilitat als salicilats o amb úlceres gastroduodenals.;escorça, flor masculina, fulla
120;Om;Om comú;Ulmus minor;Ulmàcies;Ovals, doblement dentades i marcadament asimètriques a la base.;Arbre gran d escorça bruna i molt clivellada.;Molt petites, vermelloses, apareixen abans que les fulles.;En glomèruls.;Sistema radicular potent.;Molts rebrots de soca i arrel.;Sàmara (fruit alat circular) amb la llavor al centre.;Petites.;Terres fresques i profundes, sovint prop de masies.;Primavera (escorça).;Astringent, antidiarreic, antiinflamatori, demulcent.;L escorça interna (líber) s usava per a ferides i inflamacions.;"Sense toxicitat notable; l'escorça interna és molt rica en mucílags protectors.";escorça
121;Llúpol;Hortet, espàrrec de marge;Humulus lupulus;Cannabàcies;Oposades, amb 3-5 lòbuls i marge dentat, aspres al tacte.;Tiges volubles (s enfilen) que giren en el sentit de les agulles del rellotge, amb pèls ganxuts.;Dioica: flors femenines en cons ovoides (estròbils) amb glàndules de lupulina.;Estròbils (les flors femenines).;Rizoma ramificat.;Emet brots tendres a la primavera (com espàrrecs).;Aqueni petit dins de l estròbil.;Menudes.;Rieres, marges de rius i llocs molt humits i ombrívols.;Final d estiu (estròbils).;Aperitiu, antisèptic, espasmolític, sedant, hipnòtic, diürètic.;S usa per aromatitzar la cervesa i en coixins per dormir millor.;"Segura, però pot tenir efectes sedants potents; evitar en persones amb depressió o hiperestrogenisme.";estròbil
122;Ortiga petita;Urtiga menor;Urtica urens;Urticàcies;Més petites que la dioica, d un verd més clar i més profundament dentades.;"Erecta, ramificada des de la base; és una planta anual (no té rizoma).";Monoica: flors masculines i femenines al mateix raïm (més curt que la fulla).;Raïms axil·lars curts.;Arrel axonomorfa.;"Planta anual; no rebrota, mor després de dispersar les llavors.";Aqueni menut.;Aquenis ovoides i petits de color marró clar.;Horts, jardins i camps conreats.;Primavera.;Mateixes propietats que l ortiga gran, però sovint considerada més potent.;Ús en amanides (ben picada) o infusió.;Més urticant que l ortiga gran.;fulla, arrel, planta fresca
123;Melcoratge;Mercurial, malcoratge;Mercurialis annua;Euforbiàcies;Ovals, lanceolades, amb el marge dentat i pecíol curt.;Erecta, ramificada, de color verd clar.;"Dioica: flors masculines en espigues llargues; femenines axil·lars.";Espigues (mascles) o solitàries (femelles).;Arrel fibrosa.;"Planta anual; neix cada temporada de llavor.";Càpsula amb dos lòbuls (bicoca) coberta de pèls.;Llavors ovoides.;Horts, camps de conreu i jardins.;Tot l any.;Laxant dràstic, diürètic.;S usava antigament com a purgant (molta precaució).;En dosis altes és tòxica i irritant.;part aèria
124;Boix;Boix comú;Buxus sempervirens;Buxàcies;Petites, ovals, coriàcies, brillants per l anvers i persistents (perennes).;Arbust d escorça groguenca i fusta molt dura i densa.;Molt petites, groguenques, sense pètals, a l axil·la de les fulles.;Glomèruls axil·lars.;Arrels molt ramificades.;Rebrota molt bé de la base i suporta podes severes.;Càpsula coriàcia amb tres banyes que s obre amb elasticitat.;Llavors negres i brillants.;Boscos ombrívols, alzinars i zones rocoses.;Primavera.;Laxopurgant, sudorífer, colagog, cardiotònic, antisèptic.;La seva fusta és molt apreciada per fer estris de cuina.;TÒXICA: Conté alcaloides (ciclobuxina). No ingerir sense control.;escorça d arrel, fulla
125;Passacamins;Centinòdia, herba de cent nusos;Polygonum aviculare;Poligonàcies;Petites, lanceolades, amb una beina membranosa (ocrea) a la base del pecíol.;Tiges molt llargues, primes i prostrades per terra, amb nusos marcats.;Molt petites, de color blanc o rosat, situades a l axil·la de les fulles.;Flors axil·lars.;Arrel axonomorfa molt llarga.;Planta anual molt resistent que rebrota de les axil·les si és trepitjada o tallada.;Aqueni triangular de color marró fosc.;Petites.;Camins trepitjats, horts i llocs amb terra compacta.;Estiu.;Antilitiàsic, diürètic, remineralitzant, astringent, hemostàtic.;Infusió per a pedres al ronyó i per aturar hemorràgies.;"Segura; s'ha d'evitar si hi ha pedres al ronyó per la seva riquesa en sílice.";planta sencera
126;Bistorta;Herba banyada;Polygonum bistorta;Poligonàcies;"Fulles basals grans amb pecíol alat; les de la tija són més petites i abracen la tija.";Erecta, simple i sense ramificar.;De color rosa pàl·lid, agrupades en una espiga densa i cilíndrica.;Espiga terminal única.;"Rizoma gruixut, recargolat (d aquí ""bistorta"") i vermell per dins.";Rebrota cada any a partir d'un rizoma gruixut i recargolat.;Aqueni triangular.;Petites.;Prats de muntanya molt humits i herbassars frescals.;Primavera (rizoma).;Astringent, tònica general, antianèmica, antiinflamatòria, hemostàtica.;Molt usada per a esbandides bucals i genives que sagnen.;"Segura; l'alt contingut en tanins del rizoma pot causar restrenyiment.";rizoma
127;Paradella;Agrella, llengua de bou;Rumex crispus;Poligonàcies;Lanceolades, molt llargues i amb el marge marcadament ondulat (arrissat).;Erecta, robusta, amb solcs longitudinals.;Verdoses, agrupades en verticils molt densos.;Panícula llarga i estreta.;Arrel napiforme gran i de color groc intens per dins.;Planta vivaç que rebrota de la seva arrel napiforme profunda.;Aqueni triangular protegit per valves cordiformes.;Petites.;Horts, prats humits i vores de camins nitròfils.;Estiu i tardor.;Antianèmica, vitamínica, remineralitzant, depurativa, laxant.;L arrel s usa com a laxant suau i depuratiu de la pell.;"Conté oxalats; precaució en persones amb pedres al ronyó.";fulla, arrel
128;Figuera de moro;Noguera de moro, palera;Opuntia ficus-indica;Cactàcies;Transformades en espines. Les funcions de la fulla les fa la tija carnosa (pala).;Tiges aplanades i suculentes (pales) unides unes amb les altres.;Grans, grogues o taronges, molt vistoses.;Solitàries al marge de les pales.;Arrels superficials i esteses.;Rebrota de qualsevol pala (clatodi) que toqui a terra.;Baia ovoide (figa de moro) coberta de grups de punxes molt fines (gloquidis).;Nombroses llavors dures.;Talussos assolellats i zones seques prop de masies.;Estiu (flor i fruit).;Astringent, anticatarral, diürètica, vitamínica, demulcent.;La polpa de la pala s usa com a cataplasma antiinflamatori.;"Les punxes del fruit són molt molestes; cal netejar-lo bé.";pala, flor, fruit
129;Verdolaga;Herba porquera;Portulaca oleracea;Portulàcies;Carnoses, espatulades, de color verd brillant i sense pèl.;Tiges prostrades, molt ramificades, carnoses i sovint vermelloses.;Petites, grogues, amb 5 pètals que només s obren amb el sol del matí.;Agrupades a l extrem de les tiges o a les bifurcacions.;Arrel axonomorfa.;Planta anual que pot tornar a arrelar de fragments de tija si el terra és humit.;Càpsula (píxide) que s obre horitzontalment per deixar anar les llavors.;Moltíssimes llavors negres i menudes.;Horts, jardins i camps de regadiu a l estiu.;Estiu.;Laxant, diürètica, hipoglucemiant, antihelmíntica, demulcent.;Molt bona en amanida (rica en Omega-3).;"Segura i comestible; conté oxalats (precaució en cas de problemes renals).";part aèria
130;Trencapedra;Herba de l herna, herniària;Herniaria glabra;Cariofil·làcies;Molt petites, ovals i oposades, amb estípules membranoses.;Tiges prostrades, molt nombroses, que formen una catifa arran de terra.;Molt petites i verdoses, gairebé invisibles.;Glomèruls axil·lars.;Arrel prima i llarga.;Planta perenne que rebrota de la base llenyosa.;Aqueni petit dins del calze.;Una llavor negra.;Terres sorrenques, vores de camins i llocs amb poca aigua.;Estiu.;Diürètica, antilitiàsica, antiespasmòdica, antireumàtica, demulcent.;Remei per excel·lència per desfer pedres al ronyó.;"Segura en dosis d'ús; pot tenir un efecte diürètic potent.";planta sencera
131;Sanguinària;Herba de la sang, herba de la plata;Paronychia argentea;Cariofil·làcies;Molt petites, amb estípules de color plata molt vistoses.;Tiges prostrades que formen taques circulars a terra.;Envoltades de bràctees grans i platejades (membranoses).;Glomèruls terminals platejats.;Arrel ramificada.;"Rebrota anualment des de la base; planta vivaç.";Aqueni menut.;Petites.;Llocs secs, erms i camins sorrencs.;Primavera.;Diürètica, hipotensora, venotònica, depurativa, vulnerària.;"Infusió per ""netejar la sang"" i per a la circulació.";Segura, però el seu alt contingut en tanins pot causar restrenyiment.;summitat florida
132;Salsufragi;Trencapedres de roca;Silene saxifraga;Cariofil·làcies;Linears, agudes i una mica rígides.;Tiges nombroses que formen gespes denses a les roques.;Blanques o una mica verdoses pel revers, amb el calze inflat.;Solitàries o en parelles.;Arrel llenyosa que s introdueix a les esquerdes de les roques.;Planta perenne que rebrota cada primavera de la seva soca.;Càpsula que s obre per la part superior.;Llavors petites.;Esquerdes de roques calcàries i pedruscall de muntanya.;Estiu.;Diürètica, antilitiàsica.;Ús similar a la trencapedra però més específica de muntanya.;Sense toxicitat notable en l'ús tradicional.;planta sencera
133;Herba vermella;Spergularia vermella;Spergularia rubra;Cariofil·làcies;Linears, primes i amb estípules lanceolades de color plata.;Tiges prostrades, ramificades, sovint de color vermellós.;Petites, amb pètals de color rosa o porpra.;Cimes laxes.;Arrel fina.;Planta anual que es propaga ràpidament per llavors.;Càpsula ovoide.;Llavors no alades.;Llocs sorrencs i camins amb sòl àcid o silícic.;Primavera i estiu.;Diüreticouricosúrica, antigotosa, antireumàtica, hipotensora.;Molt usada per eliminar l àcid úric.;Segura, tot i que s'ha d'evitar el consum en dosis molt elevades.;part aèria
134;Te bord;Te de l'Índia, herba de formiga;Chenopodium ambrosioides;Quenopodiàcies;Lanceolades, amb el marge dentat i cobertes de glàndules que fan una olor molt forta i penetrant.;Erecta, molt ramificada i sovint amb tons vermellosos.;Molt petites i verdoses, gairebé invisibles.;Espigues axil·lars i terminals.;Arrel axonomorfa.;Petita mata llenyosa que rebrota de la base.;Petit aqueni tancat dins del calze.;Llavors negres i brillants.;Llocs nitròfils, horts i lleres de rius sorrenques.;Estiu (summitat florida).;Antihelmíntic.;L'essència s'usava per eliminar cucs intestinals (molta precaució).;L'oli essencial és TÒXIC en dosis no controlades.;summitat florida
135;Boixerola;Uva d'os, agrelleta de bosc;Arctostaphylos uva-ursi;Ericàcies;"Petites, ovals, coriàcies i persistents; d'un verd fosc brillant pel dret i més clares pel revés.";Arbust prostrat (arrossegat per terra) amb tiges vermelloses que formen grans catifes.;Blanques o rosades, en forma de campaneta estreta (urceolades).;Raïms curts i penjants als extrems de les tiges.;Arrels que arrelen als nusos de les tiges prostrades.;Arbust rastrer que creix lentament i rebrota de les tiges llenyoses.;Drupa globosa, vermella i farinosa (semblant a una pometa petita).;5 pinyols durs.;Prats de muntanya, zones rocoses i assolellades.;Final d'estiu (fulla).;Astringent, diürètica, antimicrobiana urinària, cicatritzant.;Infusió de fulles (cal no bullir-les gaire pels tanins) per a la cistitis.;Evitar en l'embaràs i en cas de malalties renals greus per l'arbutina.;fulla
136;Bruguerola;Bruguera, brossa;Calluna vulgaris;Ericàcies;Molt petites (semblen escates), disposades en quatre files al llarg de la tija.;Arbust baix, molt ramificat i llenyós.;Petites, de color rosa o lila, amb el calze del mateix color que els pètals.;Raïms terminals densos i allargats.;Arrels potents en sòls àcids.;Rebrota molt bé de la base, especialment després de focs o tales.;Càpsula petita que queda amagada dins la flor seca.;Molt menudes.;Brugueres, clarianes de bosc silícic i pastures pobres.;Estiu i tardor (summitat florida).;Astringent, desinfectant urinària.;"Infusió per a infeccions d'orina i per ""netejar el ronyó"".";"Molt segura; és una de les plantes mel·líferes més apreciades.";summitat florida
137;Nabiu;Mirtil, nabinera;Vaccinium myrtillus;Ericàcies;Ovals, d'un verd clar, amb el marge finament dentat i que cauen a la tardor.;Arbust petit (fins a 50 cm) amb tiges verdes de secció angulosa.;Rosades o verdoses, en forma d'olleta penjant.;Solitàries a l'axil·la de les fulles.;Rizoma reptant.;Forma grans colònies a sotabosc.;Baia globosa, blau-negrosa amb pruïna i la polpa purpúria.;Petites llavors al centre.;Boscos de muntanya (fagedes, abetoses) amb sòls àcids.;Estiu (fruit) i primavera (fulla).;Astringent, antisèptic, regenerador de la retina, vitamínica P, hipoglucemiant.;Els fruits milloren la visió nocturna i les fulles ajuden en la diabetis.;Molt segura. Les fulles, en un ús molt prolongat, podrien interferir en l'absorció de ferro pels tanins.;fulla, fruit
138;Morró vermell;Herba de l'anell, anagall;Anagallis arvensis;Primulàcies;Ovals, oposades i sèssils, amb puntets negres pel revers.;Tiges tènues, ramificades i prostrades per terra.;Petites, de color vermell-taronja (rarament blaves), amb 5 pètals que es tanquen amb el mal temps.;Solitàries sobre peduncles llargs.;Arrel fina.;"Planta anual de cicle curt; no rebrota.";Càpsula globosa (píxide) que s'obre horitzontalment.;Petites i brunes.;Horts, camps de conreu i llocs amb terra nua.;Primavera i estiu.;Antifúngic, antiviral, sedant, vulnerari.;Ús extern per a fongs o berrugues.;TÒXICA per ingestió.;planta florida
139;Freixe de fulla petita;Freixe de riera;Fraxinus angustifolia;Oleàcies;Compostes (7-13 folíols), estretes (lanceolades) i sense pèls al revers.;Arbre gran d'escorça grisenca i gemmes de color marró clar.;Molt senzilles, surten abans que les fulles.;Panícules axil·lars curtes.;Sistema radicular potent.;Gran capacitat de rebrotar de soca si l'arbre és tallat.;Sàmara (fruit alat) allargat, disposat en grups penjants.;Una llavor a la base de l'ala.;Vores de rius, rieres i horts frescals.;Estiu (fulla) i primavera (escorça).;Diürètic, antireumàtic, analgèsic, venotònic, laxant, febrífug.;Infusió de fulles per a l'àcid úric (gota) i el reuma.;Segura en l'ús de fulles i escorça per a infusions.;fulla, escorça
140;Freixe de fulla gran;Freixe de muntanya;Fraxinus excelsior;Oleàcies;Compostes (9-15 folíols), més grans que l'anterior i amb pèls als nervis del revers.;Arbre gran, propi de zones més altes, amb gemmes negres molt característiques.;Senzilles, sense calze ni corol·la.;Panícules terminals.;Sistema radicular molt ramificat.;"Rebrota de soca amb molta força; creixement ràpid.";Sàmara allargada.;Una llavor.;Fagedes, canals i zones de muntanya mitjana-alta.;Primavera i estiu.;Mateixes propietats que el de fulla petita (diürètic i antireumàtic).;Decocció d'escorça per baixar la febre.;"Segura; les fulles s'utilitzen sovint com a farratge i en medicina natural.";fulla, escorça
141;Olivera;Olium, oliver;Olea europaea;Oleàcies;Lanceolades, coriàcies, verd fosc a l'anvers i platejades (peludes) al revers.;Arbre de tronc tortuós i escorça grisa que s'esquerda amb l'edat.;Petites, blanques i flairoses.;Raïms axil·lars curts.;Arrels molt extenses i resistents.;Rebrota molt bé de soca (ulls d'olivera).;Drupa (oliva) carnosa i molt rica en oli.;Un pinyol molt dur.;Cultivada en vessants assolellats del Montseny.;Tot l'any (fulla) i tardor/hivern (fruit).;Antihipertensiva, diürètica, hipoglucemiant, laxant, antioxidant.;Infusió de fulles per baixar la tensió arterial.;Sense toxicitat. És una planta extremadament segura tant en el fruit com en la fulla.;fulla, oli del fruit
142;Herba de santa Margarida;Centaurea menor, herba de la fel;Centaurium erythraea;Gencianàcies;"Fulles basals en roseta; les de la tija són oposades i ovals.";Erecta, ramificada només a la part superior.;De color rosa intens, amb 5 pètals que s'obren amb la llum del sol.;Cimes terminals denses.;Arrel petita.;Rebrota cada any des del seu rizoma subterrani.;Càpsula estreta i allargada.;Moltíssimes llavors menudes.;Prats humits, clarianes de bosc i marges de camins.;Estiu (planta florida).;Aperitiva, digestiva, estimulant hepàtica, antipirètica, antitussígena.;Infusió (molt amarga!) per obrir la gana i per al fetge.;No es considera tòxica en l'ús popular recomanat.;summitat florida
143;Vinca petita;Herba de l'enveja, vincapervinca;Vinca minor;Apocinàcies;Oposades, ovals, de color verd fosc brillant i persistents.;Tiges reptants que formen catifes, amb algunes tiges florals erectes.;Blaves o violàcies, amb 5 pètals en forma de molinet de vent.;Solitàries a l'axil·la de les fulles.;Arrels fines als nusos de les tiges.;Es propaga fàcilment mitjançant tiges rastreres que arrelen (estolons).;Fol·licle doble.;Llavors sense plomall.;Boscos ombrívols, fagedes i llocs frescals.;Primavera.;Espasmolítica, hipotensora, vasodilatadora cerebral, analgèsica.;Molt usada per millorar la microcirculació cerebral en la gent gran.;"TÒXICA per via interna; conté alcaloides que poden afectar la pressió arterial.";fulla
144;Corretjola;Corretjola de fems, campaneta;Convolvulus arvensis;Convolvulàcies;En forma de sageta o alabarda, amb el pecíol llarg.;Tiges volubles, primes i reptants que s enrotllen a altres plantes.;En forma de campana o embut, blanques o rosades amb ratlles més fosques.;Solitàries o en grups de 2-3 a l axil·la de les fulles.;Rizoma molt llarg i profund, difícil d eradicar.;Molt difícil d'eradicar perquè rebrota de qualsevol fragment d'arrel profunda.;Càpsula petita i globosa.;4 llavors triangulars.;Camps conreats, horts i vores de camins.;Estiu.;Laxopurgant, hipotensora, vasodilatadora coronària, colagoga.;La infusió de la planta seca s usa com a laxant suau.;La resina de les arrels i fulles té un efecte purgant molt fort.;planta sencera
145;Buglossa;Llengua de bou blava;Anchusa azurea;Boraginàcies;Grans, lanceolades i molt aspres al tacte (cobertes de pèls rígids).;Erecta, robusta i molt peluda.;D un blau intens i bonic, amb 5 pètals soldats en un tub.;Cimes escorpioides (enrotllades com la cua d un escorpí).;Arrel napiforme i gruixuda.;Planta perenne que rebrota de la base cada temporada.;Tetraqueni (4 granetes dures).;Petites.;Marges de camins, horts i camps de cereals.;Primavera i estiu.;Antitussígena, diürètica, sudorífera, demulcent, antiinflamatòria.;Les flors s usen en amanides o per decorar.;"Conté petites quantitats d'alcaloides pirrolizidínics; no abusar-ne per via interna.";fulla, flor
146;Borratja;Borratxa, herba de la suor;Borago officinalis;Boraginàcies;Grans, ovals i molt velloses (punxen una mica).;Erecta i buida, coberta de pèls blancs i rígids.;En forma d estrella, de color blau viu amb els estams negres al centre.;Cimes laxes i penjants.;Arrel carnosa.;"Planta anual que es ressembra sola; no rebrota de soca.";Quatre petits aquenis negres.;Menudes.;Horts, runams i llocs nitròfils.;Primavera.;Diürètica, balsàmica, sudorífera, antiinflamatòria, hipocolesterolemiant, antioxidant.;Molt bona bullida amb patates (tija i fulla tendra).;"Conté alcaloides pirrolizidínics; no abusar-ne en l ús prolongat.";fulla, flor, oli de la llavor
147;Mill de sol;Mill del sol, llagrimeta;Lithospermum officinale;Boraginàcies;Lanceolades, amb els nervis molt marcats i aspres.;Erecta, molt ramificada i llenyosa a la base.;Petites, de color blanc-groc o verdoses.;Cimes axil·lars.;Rizoma curt.;Planta perenne que rebrota de la seva soca llenyosa.;Núcules (llavors) de color blanc pur, dures i brillants com perles o porcellana.;Molt dures (riques en sílice).;Vores de boscos frescals i zones pedregoses.;Estiu.;Anticonceptiu, diürètic, antilitiàsic, antireumàtic, supurant ocular.;S usava la llavor per treure brosses de l ull (cos estranys).;"Segura; les llavors són molt riques en sílice.";planta sencera
149;Iva peluda;Iva, herba de la sang;Ajuga iva;Lamiàcies;Estretes, linears i molt velloses, amb el marge sovint enrotllat.;Tiges curtes, prostrades o ascendents, formen petites mates.;Purpúries o groguenques, amb el llavi superior molt curt.;Flors axil·lars en verticils.;Arrel llenyosa.;Planta anual que neix cada any de llavor.;Tetraqueni.;Petites.;Pastures seques i llocs pedregosos assolellats.;Primavera i estiu.;Astringent, antidiarreica, aperitiva, antisèptica, cicatritzant.;"S usa per baixar el sucre i ""netejar"" la sang.";"Sense toxicitat notable; s'utilitza tradicionalment per baixar el sucre.";summitat aèria
150;Heura de terra;Hedera de terra;Glechoma hederacea;Lamiàcies;En forma de ronyó o cor, amb el marge festonejat (arrodonit).;Tiges reptants (estoloníferes) que arrelen als nusos.;De color blau-violaci, amb taques porpres al llavi inferior.;Verticils de 2-3 flors a l axil·la de les fulles.;Fines i superficials.;Es propaga ràpidament per terra.;Tetraqueni.;Menudes.;Boscos frescals, sota bardisses i horts ombrívols.;Primavera (floració).;Mucolítica, expectorant, astringent, sedant, desinfectant urinària.;Infusió per a la bronquitis i l asma.;Pot ser irritant per al ronyó i el sistema digestiu en dosis molt altes per la presència de glecomina.;summitat florida
151;Hisop;Hyssopus;Hyssopus officinalis;Lamiàcies;Estretes, lanceolades, gairebé sense pecíol i molt aromàtiques.;Llenyosa a la base, erecta i molt ramificada.;D un blau intens (rarament blanques), agrupades a la part superior.;Espiga terminal unilateral.;Arrel llenyosa.;Petita mata llenyosa que rebrota bé de la base.;Tetraqueni.;Negres.;Zones rocoses i assolellades (més comú en cultiu).;Estiu.;Aperitiu, digestiu, carminatiu, bèquic, expectorant, hipotensor.;S usa en licors i per a problemes respiratoris.;L oli essencial pot ser convulsiu en dosis altes.;summitat florida
152;Ortiga morta;Lami blanc;Lamium flexuosum;Lamiàcies;"Ovals, en forma de cor, dentades; s assemblen a l ortiga però no piquen.";Erecta, de secció quadrada i sovint amb la base de la tija vermellosa.;Grans, blanques, amb el llavi superior en forma de casc.;Verticils axil·lars.;Rizoma reptant.;Planta perenne que es propaga i rebrota mitjançant estolons i rizomes.;Tetraqueni.;Amb apèndix per a les formigues.;Vores de camins, bardisses i llocs humits.;Primavera.;Hemostàtica, astringent, antisèptica, antibronquítica.;Infusió per a problemes ginecològics i de gola.;"Sense toxicitat; és una planta molt segura i comestible.";summitat florida
153;Espígol mascle;Barballó;Lavandula latifolia;Lamiàcies;Lanceolades, més amples que les de l espígol comú, de color grisenc.;Erecta, ramificada i llenyosa a la base.;Blaves-violàcies, petites.;Espiga llarga i ramificada (a diferència de l espígol de jardí).;Arrel llenyosa i profunda.;"Rebrota de les tiges llenyoses; convé podar-lo per mantenir el vigor.";Tetraqueni.;Brillants.;Vessants assolellats i matollars calcaris.;Estiu.;Estimulant general, antiespasmòdica, antisèptica, vulnerària.;Oli macerat per a cops i dolors reumàtics.;Segura, tot i que l'oli essencial no s'ha d'ingerir pur en grans quantitats.;summitat florida
154;Tomanyí;Cap d ase, esteques;Lavandula stoechas;Lamiàcies;Linears, grisenques i molt flairoses.;Arbust petit, molt ramificat i dens.;Molt petites, dins d una espiga densa coronada per unes bràctees liles molt vistoses.;"Espiga curta i gruixuda amb un ""penat"" de bràctees a dalt.";Sistema radicular estès.;Té una bona capacitat de rebrotar de la base llenyosa.;Tetraqueni.;Petites.;Sòls silícics i llocs assolellats (molt típic del Montseny silícic).;Primavera.;Tònic, eupèptic, espasmolític, bactericida, cicatritzant.;S usa per desinfectar ferides i per a les digestions.;"Segura per a ús extern i aromàtic; l'oli essencial requereix moderació.";summitat florida
155;Malrubí d aigua;Lycopus;Lycopus europaeus;Lamiàcies;Profundament dividides (incises), ovals i oposades.;Erecta, de secció quadrada, no aromàtica.;Molt petites, blanques amb puntets purpres.;Verticils densos a l axil·la de les fulles.;Rizoma reptant.;Planta perenne que rebrota de rizomes subterranis en zones humides.;Tetraqueni.;Petites.;Vores de rierols i llocs amb aigua permanent.;Estiu.;Antigonadotròfic, hipoglucemiant, antitiroide, astringent.;Ús en hipertiroïdisme (sempre sota control mèdic).;Sense toxicitat notable documentada.;parts aèries
156;Poliol d'aigua;Poliol, poliol de ruda;Menta pulegium;Lamiàcies;Petites, ovals, amb pecíol curt i molt aromàtiques.;Tiges sovint prostrades a la base i després erectes.;Liles o rosades, agrupades en boles al llarg de la tija.;Verticils globosos separats entre ells.;Rizoma reptant.;Rebrota amb molta facilitat a partir de tiges estoloníferes.;Tetraqueni.;Menudes.;Llocs humits, prats inundables i vores de basses.;Estiu.;Aperitiu, digestiu, espasmolític, carminatiu, colagog.;La clàssica infusió de poliol per a després de dinar.;L oli essencial és tòxic en dosis altes.;planta sencera
157;Sajolida;Sajolida de bosc, herba d olives;Satureja montana;Lamiàcies;Estretes, linears i dures (coriàcies), amb puntets negres (glàndules).;Petita mata llenyosa, molt ramificada i densa.;Blanques o rosades amb puntets purpres.;Verticils axil·lars que formen una espiga terminal.;Arrel llenyosa.;"Mata petita que rebrota de la base; aguanta bé les sequeres.";Tetraqueni.;Menudes.;Llocs pedregosos, brolles i zones assolellats.;Estiu i tardor.;Tònica, digestiva, carminativa, antisèptica, antihelmíntica.;L herba per excel·lència per amanir les olives.;"Segura en ús culinari; l'oli essencial és molt potent i pot irritar la pelle.";fulla, summitat florida
158;Betònica;Herba de la ferida;Stachys officinalis;Lamiàcies;Ovals, oblongues, amb el marge marcadament festonejat i pecíol llarg.;Erecta, simple i gairebé sense fulles a la part mitjana.;De color porpra o rosa intens.;Espiga terminal densa i curta.;Rizoma gruixut i llenyós.;Rebrota cada any a partir d'un rizoma curt i gruixut.;Tetraqueni.;Marrons.;Prats de muntanya, clarianes de bosc frescals.;Estiu.;Hipotensora, antipirètica, sedant, hipnòtica, antimigranyosa.;"Antigament considerada una ""panacea"" (cura-ho tot).";"Segura en dosis normals; en dosis molt elevades pot ser emètica.";fulla, summitat florida
